dates,company,member,title
March 2013,TUI Travel Card Processing,simon-rushforth-ba584351,Director
March 2012,TUI Travel PLC,simon-rushforth-ba584351,Senior IT Consultant (Payment Systems)
January 2010,TUI Travel PLC,simon-rushforth-ba584351,Group Card Payments Manager
August 2008,TUI Travel PLC,simon-rushforth-ba584351,PCI DSS Project Team Manager
September 2007,Royal Bank of Scotland,simon-rushforth-ba584351,PCI DSS Consultant (Contractor) - Streamline Merchant Services
September 2006,,simon-rushforth-ba584351,Business Development Manager EMEA
January 2001,WorldPay,simon-rushforth-ba584351,Product Development Manager
December 2015,Phi Theta Kappa,archana-reddy-5686464,Associate Director of Application Development
October 2011,Phi Theta Kappa,archana-reddy-5686464,Software Engineer
June 2004,"ACS, a Xerox Company",archana-reddy-5686464,Java Developer
2006,MEDSEEK,archana-reddy-5686464,JAVA DEVELOPER
2001,,archana-reddy-5686464,Java Developer
1999,WorldCom,archana-reddy-5686464,Software Developer
April 2014,,christine-otieno-67524217,Manager-Accounts Payables
November 2013,Safaricom,christine-otieno-67524217,Manager- Treasury Planning
November 2011,,christine-otieno-67524217,Senior Accountant Treasury & Tax
October 2010,,christine-otieno-67524217,Bank Reconciliations and controls Team Leader
May 2008,,christine-otieno-67524217,Regional Support Coordinator( Treasury and Tax unit)
February 2008,,christine-otieno-67524217,Financial Planning Coordinator( Reporting and Planning Unit)
April 2007,,christine-otieno-67524217,PIN Generation Coordinator( Revenue Assurance unit)
December 2005,,christine-otieno-67524217,Revenue Assurance Leader( Revenue Assurance)
April 2004,,christine-otieno-67524217,Risk Analyst ( Revenue Assurance)
August 2014,Lebara Mobile,nicothman,Country Operations Manager (France)
July 2010,Zamir Telecom Ltd.,nicothman,Operations Manager
July 2006,,nicothman,Senior Account and Program Manager
March 2016,Hutchison Global Communications (HGC),fuad-ahmed-81953a71,Destination Manager
August 2010,Lebara Mobile,fuad-ahmed-81953a71,Destination Manager
September 2006,Lycatel,fuad-ahmed-81953a71,Routing Engineer
August 2006,,fuad-ahmed-81953a71,IT Helpdesk
May 2004,Colt Technology Services,fuad-ahmed-81953a71,XP Roll-out Engineer
March 2015,,zahirkanji,Senior Revenue Assurance Lead - BT Business
September 2011,,zahirkanji,Revenue Assurance Manager
June 2005,Verizon Business,zahirkanji,Senior Revenue Assurance Analyst
June 2003,Gamma Telecom,zahirkanji,Senior Revenue Assurance & Fraud Analyst
1998,T-Mobile,zahirkanji,Revenue Assurance Analyst
1997,,subaskaran-allirajah-372b4b48,Chairman
March 2014,,chris-tooley-77a9765,CEO
June 2014,Lycamobile Group,prem-sivasamy-79687730,Group Deputy Chairman
June 2007,Lycamobile Group,prem-sivasamy-79687730,Group Chief Operations Officer
April 2013,SNC-Lavalin,crakotomavo,Civil Superintendent
April 2012,Eni,crakotomavo,Project Manager sur site pétrolier MBOUNDI ENI/SAIPEM
June 2010,VINCI - SPIECAPAG,crakotomavo,Construction Engineer
October 2007,SNC-Lavalin,crakotomavo,Contractor Site superintendent
September 2005,,crakotomavo,Project Engineer
December 2015,,crakotomavo,
2014,Deutsche Bank,ryan-holthaus-46902252,SEC LENDING
August 2005,BMO Capital Markets,ryan-holthaus-46902252,Equity Finance
April 2008,Continental,grant-savage-37ab2057,Tax Manager
2005,Kansas City Life Insurance Company,grant-savage-37ab2057,Tax Manager
1998,KPMG US,grant-savage-37ab2057,Tax Manager
September 2013,SNC-Lavalin,stephane-emond-89678a65,Director of Commissioning - Mining & Metallurgy
September 2011,SNC-Lavalin,stephane-emond-89678a65,Commissioning manager - Mining & Metallurgy
2008,Bechtel Corporation,stephane-emond-89678a65,Senior Mechanical Engineer
2007,SNC-Lavalin,stephane-emond-89678a65,Commissioning Mechanical Engineer
2006,Bechtel Corporation,stephane-emond-89678a65,Pre-operational Lead Mechanical
2002,Hatch,stephane-emond-89678a65,Senior Mechnical Engineer
September 2014,Robert Half Management Resources,adil-nasim-7b1b37a,Senior Consultant
July 2009,CIT,adil-nasim-7b1b37a,Vice President Finance
July 2007,CIT,adil-nasim-7b1b37a,Vice President
January 2000,CIT,adil-nasim-7b1b37a,Assistant Vice President
December 1998,ADP,adil-nasim-7b1b37a,Senior Accountant
October 1992,CIT,adil-nasim-7b1b37a,Various Positions
December 1993,,adil-nasim-7b1b37a,
January 2016,Travel Italian Style,halietaylor,Travel Marketing Trends Coordinator
December 2014,Fish Window Cleaning,halietaylor,Social Media Coordinator
February 2013,,halietaylor,Office Manager/Client Relations Manager
August 2015,StarOfService,halietaylor,Marketing Intern
August 2015,Vibe Residential,halietaylor,Business Development Coordinator Intern
April 2012,,halietaylor,
,,kamal-chatlani-2b795a7,General Manager
1993,,kamal-chatlani-2b795a7,Assistant Manager
June 2009,,stephen-geiger-8927a045,SVP External Financial Reporting
2000,,stephen-geiger-8927a045,partner
August 2008,PrimeTel,savvasn,Traffic Analyst
February 2006,,savvasn,Implementation/Technical Consultant
2009,,paul-s-witt-068b4825,Office Manager
1982,,paul-s-witt-068b4825,Project Manager
April 2014,Just-Eat Group,robin-lee-a3bb3b79,Head of Internal Audit & Risk
January 2014,JUST EAT,robin-lee-a3bb3b79,Group Controller - Risks & Controls
October 2011,JUST EAT,robin-lee-a3bb3b79,Group Finance Projects Manager
March 2010,,robin-lee-a3bb3b79,Financial Controller
February 2016,Phi Theta Kappa,lynn-tincher-ladner-64041696,President and CEO
July 2012,Phi Theta Kappa,lynn-tincher-ladner-64041696,Chief Information and Research Officer
2007,,lynn-tincher-ladner-64041696,Director of Institutional Research and Planning
2003,,lynn-tincher-ladner-64041696,Database Administrator/Systems Administrator
2000,,lynn-tincher-ladner-64041696,Programmer/Analyst
1991,,lynn-tincher-ladner-64041696,Mathematics and Science Instructor
1996,The University of Southern Mississippi,lynn-tincher-ladner-64041696,Adjunct Mathematics and Programming Instructor
1994,The University of Southern Mississippi,lynn-tincher-ladner-64041696,"Graduate Research Assistant, Department of Mathematics and Computer Science"
July 2010,,jessica-paul-chowdhury-a4348b74,
May 2013,Lycamobile USA,parthipan-ragunathan-79263074,Head of Marketing
April 2011,Eleanor Care Group,parthipan-ragunathan-79263074,Group Marketing Director
February 2007,ZONE2ZONE TRANSPORT LIMITED,parthipan-ragunathan-79263074,Marketing Director
November 2002,Brown Bee Consultants,parthipan-ragunathan-79263074,Marketing & Business Development Consultant
July 2000,Alpha Telecom,parthipan-ragunathan-79263074,Customer Care Officer
January 1998,,parthipan-ragunathan-79263074,Marketing Manager
November 2011,Lebara,rajesh-dongre-0862504,COO - Mobile Communications
December 1999,Vodafone India,rajesh-dongre-0862504,"CEO - Gujarat & Rajasthan, COO - Mobile Commerce, Sr VP Sales & Marketing - Mumbai & Gujarat"
December 1998,GE Capital,rajesh-dongre-0862504,Sr Manager
1994,,rajesh-dongre-0862504,Branch Manager
January 2014,National Bank of Canada,tatiana-k-aleshina-25a30339,Global Equity Derivatives
May 2003,,chris-tooley-31243611,President
1994,,chris-tooley-31243611,Product Manager
April 2015,SNC-Lavalin,jose-j-suarez-m-eng-p-eng-a0978015,"President, Global Mining and Metallurgy"
June 2014,SNC-Lavalin,jose-j-suarez-m-eng-p-eng-a0978015,"Executive Vice President, Integrated Management Systems (IMS)"
May 2012,Accenture,jose-j-suarez-m-eng-p-eng-a0978015,"Managing Director, North America Mining Industry Lead"
August 2009,SNC-Lavalin Inc.,jose-j-suarez-m-eng-p-eng-a0978015,"Senior Vice President, Business Development, Global Mining and Metallurgy"
May 1999,WorleyParsons,jose-j-suarez-m-eng-p-eng-a0978015,"Vice President, Major Projects/Project Director"
September 1992,"General Electric (BHA Group, Inc.)",jose-j-suarez-m-eng-p-eng-a0978015,"Vice President, Project Services (Global)"
September 1989,Fluor,jose-j-suarez-m-eng-p-eng-a0978015,Sr. Project Engineer and Principal Contracts Mgr/Procurement Mgr.
May 1982,United States Navy,jose-j-suarez-m-eng-p-eng-a0978015,"Commissioned Officer (Lieutenant - O3), CEC"
,,john-eysen-794686a4,Lifeguard
January 2016,Columbia Fireflies,john-eysen-794686a4,Sales
March 2015,,john-eysen-794686a4,Pool Manager
January 2016,,justin-noble-8866b644,Server
June 2015,,justin-noble-8866b644,Server
March 2015,,justin-noble-8866b644,Server
July 2013,Fleet Landing Restaurant & Bar,justin-noble-8866b644,Server
2011,La Grotta,justin-noble-8866b644,Lead Server
2010,,justin-noble-8866b644,Lead Server
March 2008,Capital Ale House,justin-noble-8866b644,Server and Bartender
March 2006,Ruth's Chris Steak House,justin-noble-8866b644,Preparatory Sous Chef and Server
January 2015,,benpooser,Director of Operations
May 2014,,benpooser,Contract Supervisor
July 2011,,benpooser,Apprentice Funeral Director/ Embalmer
December 2010,,benpooser,Executive Administrative Assistant- Funeral Care
March 2010,,benpooser,Cognitive Skills Trainer
2005,South Carolina Highway Patrol,benpooser,Telecommunications Officer
,,benpooser,
January 2005,,benpooser,
,,benpooser,
January 2015,,benpooser,
February 2015,,benpooser,
June 2015,,evidya,"Director, Solution Engineering - Q Branch Demo Engineering"
April 2014,Independent Product Management Consultant,evidya,Product Management Technologist
November 2011,LOYAL3,evidya,"Senior Director, Product Management"
March 2008,Salesforce.com,evidya,"Senior Product Manager, SFA (Forecasting and Salesforce Automation Teams)"
January 2005,Salesforce.com,evidya,Principal Consultant
May 2000,Inforte Corporation,evidya,Technology and Business Consultant
August 1997,Intel Corporation,evidya,"Technical Marketing Engineer, Software Validation Engineer,"
July 2013,Ooredoo Qatar,prakash-dash-60484861,Senior Specialist Wholesale & Interconnect
October 2007,,prakash-dash-60484861,Carrier Sales Operation Head
October 2013,Botswana Telecommunications Corporation (BTC),etsaeng-tibone-342b4a35,Head of Wholesale Strategy & Products
February 2009,beMOBILE,etsaeng-tibone-342b4a35,Channel Manager
February 2004,Botswana Telecommunications Corporation (BTC),etsaeng-tibone-342b4a35,Network Design Specialist
April 2016,RHODIUM GROUP,sandikadesaram,Chief Executive Officer
February 2013,,sandikadesaram,Executive Director
November 2012,"The Society of Teachers of Speech and Drama [STSD], U.K.",sandikadesaram,Representative in Sri Lanka
January 2007,,sandikadesaram,Sri Lanka Centre5 Representative
January 2006,,sandikadesaram,Managing Director / CEO
February 1990,,sandikadesaram,Managing Director / CEO
August 2013,Smart - Tanzania,ericksimbaulanga,Billing Operations Manager
March 2008,,ericksimbaulanga,Assistant Manager - Billing
March 2008,,ericksimbaulanga,IT-Billing & Technical - Internal SOX Auditor
February 2006,,ericksimbaulanga,Senior Executive - Billing
June 2013,Lycamobile,rishani-rajendram-09552691,Credit controller
2013,,rishani-rajendram-09552691,Credit controlller
March 2013,Global By Tech,sanjeevkrishnarajah,Product Manager
March 2012,,sanjeevkrishnarajah,Self Employed
April 2010,BP,sanjeevkrishnarajah,Manager
January 2006,Sri Lanka Telecom,sanjeevkrishnarajah,Telecom Technical Officer
April 2005,Siemens,sanjeevkrishnarajah,Technical Shift In-Charge
January 2005,,sanjeevkrishnarajah,Engineer
January 2004,Lanka Bell,sanjeevkrishnarajah,Internship
January 2000,,sanjeevkrishnarajah,Technical Officer.
,Levy Security Corporation,dan-dahmen-94a5968,Assistant Vice President
August 2015,Total,norbert-vidal-36743769,Civil / Structure Surintendent
February 2013,SNC-Lavalin,norbert-vidal-36743769,Civil/Concrete/Structural Surintendent
September 2012,Perenco,norbert-vidal-36743769,Civil supervisor - conducteur de travaux GC
June 2011,Sogea-Satom,norbert-vidal-36743769,Concrete engineer - conducteur de travaux principal GC
February 2010,Saudi Oger Ltd.,norbert-vidal-36743769,Civil / Building Sr supervisor - conducteur de travaux GO
July 2006,COLAS,norbert-vidal-36743769,Civil supervisor - conducteur de travaux GC
November 2004,CARI,norbert-vidal-36743769,Civil supervisor - conducteur de travaux GC
August 2003,Vinci Construction Grands Projets,norbert-vidal-36743769,Earthworks supervisor - conducteur de travaux terrassement VRD
November 2013,Savannah Sand Gnats,jonathanmercier,Director of Marketing & Promotions
November 2012,Savannah Sand Gnats,jonathanmercier,Director of Sales
February 2011,,jonathanmercier,Assistant General Manager
November 2010,,jonathanmercier,Director of Promotions
November 2006,Rancho Cucamonga Quakes,jonathanmercier,Director of Entertainment & Promotions
February 2006,,jonathanmercier,Group Sales Intern & Video Board
2005,,jonathanmercier,Assistant Director of Sales & Promotions
April 2015,Golder Associates,hishammahmoudpe,President & CEO
October 2013,SNC-Lavalin,hishammahmoudpe,"President, Infrastructure"
October 2010,AMEC,hishammahmoudpe,Group President
January 1992,URS Corporation,hishammahmoudpe,Group General Manager
2014,,madhuri-nandella-5b6b51,
May 2013,Oracle,reenamiglani,Director of Cloud Applications
January 2010,,reenamiglani,
July 2014,,ryan-tennant-12411552,Attorney
August 2013,"Richardson, Patrick, Westbrook & Brickman, LLC",ryan-tennant-12411552,Contract Legal Employee
January 2013,,ryan-tennant-12411552,Legal Intern
June 2011,,ryan-tennant-12411552,Research Assistant to Professor R. Randall Bridwell
May 2012,,ryan-tennant-12411552,Law Clerk
May 2011,,ryan-tennant-12411552,Legal Extern
,Idealforce LLC,anupama-ramesh-0b876424,IT Recruiter
September 2010,Ideal Force,anupama-ramesh-0b876424,IT Recruiter
April 2008,,ryan-tennant-12411552,Ranger
May 1993,,ryan-tennant-12411552,Boat Captain / Operations Manager
July 2006,Salesforce.com,chetchauhan,"Vice President, Product Management, Service Cloud"
February 2016,Salesforce,divyaashok,Director Product Management
September 2014,Salesforce,divyaashok,Senior Product Manager
August 2014,,divyaashok,
January 2014,,divyaashok,
April 2008,,divyaashok,
August 2000,Botswana Telecommunications Corporation (BTC),madala-toteng-a05267100,Project Manager
August 2014,,paulttaylor,
September 2014,,paulttaylor,
August 2009,,tambona-mokiya-92724a48,Product Development Manager
April 2007,Orange Botswana,tambona-mokiya-92724a48,Product Manager
August 2005,,tambona-mokiya-92724a48,Switch Engineer
June 2015,ENVOY HOLDINGS,dilanmj,Senior Manager Operations
February 2014,,dilanmj,Assistant Manager Operations
September 2011,,dilanmj,Assistant Manager
June 2010,,dilanmj,Senior Relationship Officer
September 2008,M. H. Alshaya Co.,dilanmj,Administration Officer
May 2007,MediGain,dilanmj,Account Manager
September 2004,Dialog Axiata PLC,dilanmj,Key Client Relations Officer
February 2003,HelloCorp (Pvt.) Ltd.,dilanmj,MSN Technical Support Engineer
May 2013,Lycamobile,samseer-m-60233431,Product Manager
May 2013,Lycamobile,samseer-m-60233431,Assistant Product Marketing Manager
2011,Select Service Partners,samseer-m-60233431,Sales Assistant
March 2016,NDB Wealth Management Limited,ishvakmubarak,Junior Financial Advisor
December 2015,NDB Wealth Management Limited,ishvakmubarak,Trainee Financial Advisor
July 2015,Domino's,ishvakmubarak,Customer Service Representative
February 2015,Ceylinco Life Insurance Limited,ishvakmubarak,Marketing Executive
April 2013,Lycamobile Group,manoraju,Product Manager
April 2011,PLINTRON,manoraju,business operations
July 2010,Coal India Limited,manoraju,management trainee
October 2015,,elena-higuera-%C3%A1lvarez-32782b32,Técnico de produción
March 2012,,elena-higuera-%C3%A1lvarez-32782b32,Fotointérprete/Experto Control de Calidad Vectorial
September 2010,"TYPSA, Tecnoma.",elena-higuera-%C3%A1lvarez-32782b32,Consultora de medio ambiente
February 2009,,elena-higuera-%C3%A1lvarez-32782b32,Técnico de medio ambiente
1985,,dale-weincouff-b4773676,President
September 2012,Oracle,cayou,Vice President Product Management
November 2015,Columbia Fireflies,kayleeswanson,Director of Group Sales
December 2014,,kayleeswanson,
December 2014,,kayleeswanson,
2011,,kayleeswanson,
January 2015,,kayleeswanson,
November 2015,,kayleeswanson,
January 2016,,kayleeswanson,
May 2013,Oracle,sivasundaresan,Group Vice President - Oracle Sales Cloud
